Date,Close,High,Low,Open,Volume,Ticker
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
2025-06-23,3369.554931640625,3400.732351710977,3346.122051172553,3390.8032061585363,3123421,TCS.NS
2025-06-24,3366.37744140625,3417.711318302596,3358.0370560315137,3410.264459071302,3403048,TCS.NS
2025-06-25,3420.39208984375,3425.555197020872,3375.909469527816,3383.157794223958,1757699,TCS.NS
2025-06-26,3417.413330078125,3426.945164265374,3391.10109463089,3420.392073713661,2879106,TCS.NS
2025-06-27,3416.718505859375,3441.8390511551324,3406.689971497181,3430.5199217495656,1778433,TCS.NS
2025-06-30,3437.47021484375,3440.3495701102424,3405.6969488486607,3415.526706051579,1468351,TCS.NS
2025-07-01,3405.399169921875,3460.307396022409,3389.314001814202,3430.5199578930915,2375183,TCS.NS
2025-07-02,3399.04443359375,3465.172397295891,3395.7677670907174,3462.4915764882385,3090585,TCS.NS
2025-07-03,3376.703857421875,3410.959409470928,3373.5265793371623,3405.6969138623963,2531870,TCS.NS
2025-07-04,3395.5693359375,3402.718272445599,3366.0798213348503,3383.852895387978,1109320,TCS.NS
2025-07-07,3387.526611328125,3401.8247266726726,3384.249944744325,3394.0799444957242,1639174,TCS.NS
2025-07-08,3382.0654296875,3400.732271367233,3369.3560751984837,3380.873980731512,2325242,TCS.NS
2025-07-09,3359.82421875,3389.810188927958,3343.1432062450012,3385.838530827281,2034938,TCS.NS
2025-07-10,3358.036865234375,3374.916411866245,3332.2210880326916,3356.051036218861,3035012,TCS.NS
2025-07-11,3242.85888671875,3311.369989959287,3237.9937024384426,3276.518592650877,7635550,TCS.NS
2025-07-14,3199.865478515625,3248.8162113559215,3177.326368074251,3242.8587244157825,3924009,TCS.NS
2025-07-15,3229.256103515625,3236.3056515140206,3183.2841104563845,3183.2841104563845,2590889,TCS.NS
2025-07-16,3221.08642578125,3232.842384321887,3208.632873739526,3215.0089950915135,2540733,TCS.NS
2025-07-17,3197.275146484375,3229.9533162828457,3192.194243099011,3212.1199267281463,2947640,TCS.NS
2025-07-18,3178.046875,3216.802476353157,3175.157748110912,3213.0165477432356,3432645,TCS.NS
2025-07-21,3146.464599609375,3185.718341629892,3140.287686436296,3178.1464846864797,3844346,TCS.NS
2025-07-22,3147.859619140625,3168.283445003984,3142.8781981983425,3147.859619140625,3198036,TCS.NS
2025-07-23,3167.287109375,3170.1762361812234,3145.866999671073,3147.859568015624,1922875,TCS.NS
2025-07-24,3136.302734375,3161.9071902624382,3128.332460590057,3153.339291883696,2934778,TCS.NS
2025-07-25,3124.14794921875,3145.169399267611,3113.9858993305074,3128.3322940864455,2568917,TCS.NS
2025-07-28,3067.85791015625,3106.4140591000596,3058.4926929668136,3098.443785696339,3374473,TCS.NS
2025-07-29,3044.64453125,3062.5776469445354,3029.8994763655814,3048.629668071008,4785312,TCS.NS
2025-07-30,3042.25341796875,3057.5960967882907,3035.877053384358,3048.6295393197033,2880121,TCS.NS
2025-07-31,3025.515869140625,3048.430405452322,3003.796825207198,3030.3975643658264,2968371,TCS.NS
2025-08-01,2991.84130859375,3025.515761579588,2988.8524561376125,3018.64125499041,2053847,TCS.NS
2025-08-04,3062.97607421875,3067.957495262713,2980.483936317478,2997.9189099713494,2519252,TCS.NS
2025-08-05,3052.51513671875,3066.064699458969,3030.696609505827,3062.9761210710876,1927996,TCS.NS
2025-08-06,3021.032470703125,3055.40427380999,3014.75583192388,3051.618345400808,1487081,TCS.NS
2025-08-07,3035.677978515625,3040.2609831608825,2999.7120213520734,3004.793168100796,2543076,TCS.NS
2025-08-08,3025.1171875,3048.4303832570085,3013.759645138969,3036.7739069952254,2762140,TCS.NS
2025-08-11,3029.5009765625,3038.567016640599,3010.073435095005,3025.117180240026,1884215,TCS.NS
2025-08-12,3024.120849609375,3084.8941835228848,3015.652434227984,3029.700138212843,3358232,TCS.NS
2025-08-13,3024.91796875,3033.087450352522,3017.3463549468943,3024.8184862723915,2148166,TCS.NS
2025-08-14,3011.06982421875,3044.544827820162,3007.881763385299,3022.726300858826,3342174,TCS.NS
2025-08-18,3000.010986328125,3037.67057838676,2992.2399207869066,3035.179867843642,2945609,TCS.NS
2025-08-19,3004.992431640625,3013.7597814697733,2999.911528031773,3000.0110105142285,2650784,TCS.NS
2025-08-20,3087.086181640625,3091.868151000454,2999.7118666132724,2999.7118666132724,4952358,TCS.NS
2025-08-21,3091.071533203125,3118.3696236696637,3071.6439908192406,3118.3696236696637,3230726,TCS.NS
2025-08-22,3042.65185546875,3084.1968567150047,3038.666718788372,3074.5329489117757,1593791,TCS.NS
2025-08-25,3128.93017578125,3140.2877180773667,3065.666130699425,3075.8281806328096,3448370,TCS.NS
2025-08-26,3145.468505859375,3150.2507187850565,3108.4067813438887,3117.373339366996,5522097,TCS.NS
2025-08-28,3082.204345703125,3134.808199509225,3075.0311481917124,3133.313773226287,3116051,TCS.NS
2025-08-29,3073.23779296875,3103.425252579535,3065.7656615419933,3081.507000394383,2271789,TCS.NS
2025-09-01,3101.0341796875,3119.4654366830314,3078.518060334719,3078.518060334719,1246862,TCS.NS
2025-09-02,3099.938232421875,3143.2765943406766,3091.569542586104,3109.5026578628494,2185229,TCS.NS
2025-09-03,3085.990234375,3130.2251544847713,3076.5255347054076,3118.2697443758125,1799774,TCS.NS
2025-09-04,3084.197021484375,3106.414208311097,3079.3153260834893,3104.421639864457,1481391,TCS.NS
2025-09-05,3036.97314453125,3091.868257451282,3017.3463946381216,3085.5918616420554,2802055,TCS.NS
2025-09-08,3007.781982421875,3053.5113296442846,3004.7931298391436,3038.666792443431,2626187,TCS.NS
2025-09-09,3038.06884765625,3048.6295571410296,3019.538108052908,3020.833326119296,2489301,TCS.NS
2025-09-10,3098.44384765625,3111.0966082909868,3042.0540649039185,3045.0429174900823,2079428,TCS.NS
2025-09-11,3112.591064453125,3127.336119333051,3098.5436031034214,3127.336119333051,2263446,TCS.NS
2025-09-12,3121.7568359375,3137.0000329464906,3109.4030090679694,3132.3175458217547,1447167,TCS.NS
2025-09-15,3100.336669921875,3122.3546477883615,3084.4958486128803,3122.3546477883615,1732539,TCS.NS
2025-09-16,3134.01123046875,3138.2953012727335,3097.5473738607,3116.377048374956,2573429,TCS.NS
2025-09-17,3161.010498046875,3170.5746802441777,3130.7233130051436,3140.287738435889,2418271,TCS.NS
2025-09-18,3164.89599609375,3191.0983194206656,3149.652799058944,3173.1652036699406,2633138,TCS.NS
2025-09-19,3157.423828125,3168.681888196503,3132.3175150101574,3158.220904129198,4901694,TCS.NS
2025-09-22,3062.37841796875,3095.355278998739,3053.6110683753386,3083.499594330073,3634901,TCS.NS
2025-09-23,3051.0205078125,3069.252556548476,3040.6592498638747,3058.592364705798,3177741,TCS.NS
2025-09-24,3024.120849609375,3045.640684813108,3021.7298649127106,3038.666695675492,1625714,TCS.NS
2025-09-25,2946.41064453125,3018.3425546653493,2940.03452327195,3010.7706978406754,4974361,TCS.NS
2025-09-26,2888.32763671875,2943.820618304199,2880.5565712711505,2930.07184762513,3934636,TCS.NS
2025-09-29,2885.338623046875,2918.4152081680195,2883.2463290392707,2905.164580331207,3110035,TCS.NS
2025-09-30,2877.667236328125,2904.467427717032,2874.379692997371,2900.183356935398,2253458,TCS.NS
2025-10-01,2903.371337890625,2913.932047598146,2855.9483563860495,2880.257593329001,1952902,TCS.NS
2025-10-03,2891.116943359375,2913.134920868619,2880.3572688813597,2913.134920868619,2899519,TCS.NS
2025-10-06,2977.295654296875,2982.476526807699,2884.840673623438,2891.2167953135195,2112774,TCS.NS
2025-10-07,2962.650146484375,2993.335747140356,2944.517823489207,2983.87104765697,3062943,TCS.NS
2025-10-08,3015.951416015625,3031.692754680041,2956.9714413047523,2963.9454305531126,4121889,TCS.NS
2025-10-09,3050.3232421875,3054.6073128319636,3008.7782402976286,3022.726218895035,3211304,TCS.NS
2025-10-10,3017.04736328125,3058.5923640088854,2995.726736367315,3038.666680855733,8817365,TCS.NS
2025-10-13,2996.02587890625,3024.220771178156,2987.059320862895,3015.7523552483212,2866865,TCS.NS
2025-10-14,2949.300048828125,3015.9513618688843,2944.5178362112756,3009.774448720779,3611416,TCS.NS
2025-10-15,2969.800048828125,2979.699951171875,2951.0,2971.0,4282226,TCS.NS
2025-10-16,2970.699951171875,2975.0,2943.10009765625,2969.89990234375,3251495,TCS.NS
2025-10-17,2962.199951171875,2988.800048828125,2955.39990234375,2970.0,4374683,TCS.NS
2025-10-20,3015.199951171875,3023.0,2978.5,2985.5,3133039,TCS.NS
2025-10-21,3006.699951171875,3031.800048828125,2996.0,3031.10009765625,310644,TCS.NS
2025-10-23,3073.199951171875,3098.0,3036.10009765625,3055.0,5564758,TCS.NS
2025-10-24,3063.199951171875,3090.0,3058.300048828125,3080.0,2684318,TCS.NS
2025-10-27,3084.89990234375,3094.199951171875,3060.199951171875,3066.5,1946312,TCS.NS
2025-10-28,3057.89990234375,3090.199951171875,3040.199951171875,3076.0,3470737,TCS.NS
2025-10-29,3057.60009765625,3076.0,3046.10009765625,3057.89990234375,2895420,TCS.NS
2025-10-30,3035.300048828125,3063.800048828125,3032.800048828125,3049.10009765625,2241536,TCS.NS
2025-10-31,3058.0,3067.39990234375,3025.10009765625,3035.0,1868085,TCS.NS
2025-11-03,3016.800048828125,3058.0,3010.0,3046.89990234375,2194877,TCS.NS
2025-11-04,2990.199951171875,3029.300048828125,2976.0,3019.60009765625,2670720,TCS.NS
2025-11-05,2990.199951171875,2990.199951171875,2990.199951171875,2990.199951171875,0,TCS.NS
2025-11-06,3010.89990234375,3024.0,2990.0,2990.10009765625,2542721,TCS.NS
2025-11-07,2991.800048828125,3004.0,2960.5,3001.0,1830520,TCS.NS
2025-11-10,3025.199951171875,3047.89990234375,2992.0,2993.0,1556656,TCS.NS
2025-11-11,3047.0,3055.699951171875,3018.0,3045.0,2806868,TCS.NS
2025-11-12,3131.800048828125,3136.39990234375,3057.10009765625,3060.0,4460315,TCS.NS
2025-11-13,3105.699951171875,3131.89990234375,3102.0,3131.800048828125,1740435,TCS.NS
2025-11-14,3106.0,3113.10009765625,3077.300048828125,3090.0,2210794,TCS.NS
2025-11-17,3102.199951171875,3123.5,3086.60009765625,3106.0,2232853,TCS.NS
2025-11-18,3087.10009765625,3105.0,3078.0,3102.0,2548350,TCS.NS
2025-11-19,3147.699951171875,3155.0,3083.5,3097.0,3151053,TCS.NS
2025-11-20,3144.800048828125,3164.5,3138.10009765625,3148.0,2700767,TCS.NS
2025-11-21,3150.60009765625,3170.0,3135.199951171875,3144.800048828125,4177037,TCS.NS
2025-11-24,3141.199951171875,3178.89990234375,3131.0,3158.0,6703764,TCS.NS
2025-11-25,3119.199951171875,3149.800048828125,3115.0,3145.300048828125,2737920,TCS.NS
2025-11-26,3162.89990234375,3178.0,3117.0,3118.800048828125,2508527,TCS.NS
2025-11-27,3136.60009765625,3180.0,3125.0,3180.0,2836233,TCS.NS
2025-11-28,3137.5,3147.300048828125,3125.0,3140.0,1616690,TCS.NS
